year,category,full_name,show,won
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,,EVERYBODY LOVES RAYMOND,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,BRAD GARRETT,EVERYBODY LOVES RAYMOND,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,DORIS ROBERTS,EVERYBODY LOVES RAYMOND,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,MADYLIN SWEETEN,EVERYBODY LOVES RAYMOND,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,PATRICIA HEATON,EVERYBODY LOVES RAYMOND,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,PETER BOYLE,EVERYBODY LOVES RAYMOND,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,RAY ROMANO,EVERYBODY LOVES RAYMOND,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,DAVID HYDE PIERCE,FRASIER,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,JANE LEEVES,FRASIER,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN MAHONEY,FRASIER,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,KELSEY GRAMMER,FRASIER,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,PERI GILPIN,FRASIER,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,,FRIENDS,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,,FRIENDS,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,COURTENEY COX,FRIENDS,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,DAVID SCHWIMMER,FRIENDS,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,JENNIFER ANISTON,FRIENDS,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,LISA KUDROW,FRIENDS,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,MATT Le BLANC,FRIENDS,False
1999 - 5th Annual,ENSEMBLE IN A COMEDY SERIES,MATTHEW PERRY,FRIENDS,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,,ER,True
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,ALEX KINGSTON,ER,True
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,ANTHONY EDWARDS,ER,True
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,ERIQ La SALLE,ER,True
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,GEORGE CLOONEY,ER,True
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,GLORIA REUBEN,ER,True
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,JULIANNA MARGULIES,ER,True
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,KELLIE MARTIN,ER,True
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,LAURA INNES,ER,True
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,NOAH WYLE,ER,True
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,,LAW & ORDER,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,ANGIE HARMON,LAW & ORDER,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,BENJAMIN BRATT,LAW & ORDER,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,CAREY LOWELL,LAW & ORDER,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,JERRY ORBACH,LAW & ORDER,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,S. EPATHA MERKERSON,LAW & ORDER,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,SAM WATERSTON,LAW & ORDER,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN HILL,LAW & ORDER,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,,NYPD BLUE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,ANDREA THOMPSON,NYPD BLUE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,DENNIS FRANZ,NYPD BLUE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,GORDON CLAPP,NYPD BLUE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,JAMES McDANIEL,NYPD BLUE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,JIMMY SMITS,NYPD BLUE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,KIM DELANEY,NYPD BLUE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,NICHOLAS TURTURRO,NYPD BLUE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,SHARON LAWRENCE,NYPD BLUE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,,THE PRACTICE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,CAMRYN MANHEIM,THE PRACTICE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,DYLAN MCDERMOTT,THE PRACTICE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,KELLI WILLIAMS,THE PRACTICE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,LARA FLYNN BOYLE,THE PRACTICE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,LISA GAY HAMILTON,THE PRACTICE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,MARLA SOKOLOFF,THE PRACTICE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL BADALUCCO,THE PRACTICE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,STEVE HARRIS,THE PRACTICE,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,,THE X-FILES,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,CHRIS OWENS,THE X-FILES,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID DUCHOVNY,THE X-FILES,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,GILLIAN ANDERSON,THE X-FILES,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,"JAMES PICKENS, JR.",THE X-FILES,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,MITCH PILEGGI,THE X-FILES,False
1999 - 5th Annual,ENSEMBLE IN A DRAMA SERIES,WILLIAM B. DAVIS,THE X-FILES,False
1999 - 5th Annual,FEMALE COMEDY SERIES,CALISTA FLOCKHART,ALLY MCBEAL,False
1999 - 5th Annual,FEMALE COMEDY SERIES,AMY PIETZ,CAROLINE IN THE CITY,False
1999 - 5th Annual,FEMALE COMEDY SERIES,LISA KUDROW,FRIENDS,False
1999 - 5th Annual,FEMALE COMEDY SERIES,JULIA LOUIS-DREYFUS,SEINFELD,False
1999 - 5th Annual,FEMALE COMEDY SERIES,TRACEY ULLMAN,TRACEY TAKES ON,True
1999 - 5th Annual,FEMALE DRAMA SERIES,ANNIE POTTS,ANY DAY NOW,False
1999 - 5th Annual,FEMALE DRAMA SERIES,CHRISTINE LAHTI,CHICAGO HOPE,False
1999 - 5th Annual,FEMALE DRAMA SERIES,JULIANNA MARGULIES,ER,True
1999 - 5th Annual,FEMALE DRAMA SERIES,KIM DELANEY,NYPD BLUE,False
1999 - 5th Annual,FEMALE DRAMA SERIES,GILLIAN ANDERSON,THE X-FILES,False
1999 - 5th Annual,FEMALE LEAD ROLE,CATE BLANCHETT,ELIZABETH,False
1999 - 5th Annual,FEMALE LEAD ROLE,EMILY WATSON,HILARY AND JACKIE,False
1999 - 5th Annual,FEMALE LEAD ROLE,JANE HORROCKS,LITTLE VOICE,False
1999 - 5th Annual,FEMALE LEAD ROLE,MERYL STREEP,ONE TRUE THING,False
1999 - 5th Annual,FEMALE LEAD ROLE,GWYNETH PALTROW,SHAKESPEARE IN LOVE,True
1999 - 5th Annual,FEMALE SUPPORTING ROLE,LYNN REDGRAVE,GODS AND MONSTERS,False
1999 - 5th Annual,FEMALE SUPPORTING ROLE,RACHEL GRIFFITHS,HILARY AND JACKIE,False
1999 - 5th Annual,FEMALE SUPPORTING ROLE,BRENDA BLETHYN,LITTLE VOICE,False
1999 - 5th Annual,FEMALE SUPPORTING ROLE,KATHY BATES,PRIMARY COLORS,True
1999 - 5th Annual,FEMALE SUPPORTING ROLE,JUDI DENCH,SHAKESPEARE IN LOVE,False
1999 - 5th Annual,FEMALE TV MOVIE OR MINISERIES,MARY STEENBURGEN,ABOUT SARAH,False
1999 - 5th Annual,FEMALE TV MOVIE OR MINISERIES,OLYMPIA DUKAKIS,ARMISTEAD MAUPIN'S MORE TALES OF CITY,False
1999 - 5th Annual,FEMALE TV MOVIE OR MINISERIES,ANGELINA JOLIE,GIA,True
1999 - 5th Annual,FEMALE TV MOVIE OR MINISERIES,ANN-MARGRET ,LIFE OF THE PARTY: THE PAMELA HARRIMAN STORY,False
1999 - 5th Annual,FEMALE TV MOVIE OR MINISERIES,STOCKARD CHANNING,THE BABY DANCE,False
1999 - 5th Annual,LIFE ACHIEVEMENT,SIDNEY POITIER,N/A,True
1999 - 5th Annual,MALE COMEDY SERIES,PETER MACNICOL,ALLY MCBEAL,False
1999 - 5th Annual,MALE COMEDY SERIES,DAVID HYDE PIERCE,FRASIER,False
1999 - 5th Annual,MALE COMEDY SERIES,KELSEY GRAMMER,FRASIER,False
1999 - 5th Annual,MALE COMEDY SERIES,JASON ALEXANDER,SEINFELD,False
1999 - 5th Annual,MALE COMEDY SERIES,MICHAEL J. FOX,SPIN CITY,True
1999 - 5th Annual,MALE DRAMA SERIES,ANTHONY EDWARDS,ER,False
1999 - 5th Annual,MALE DRAMA SERIES,SAM WATERSTON,LAW & ORDER,True
1999 - 5th Annual,MALE DRAMA SERIES,DENNIS FRANZ,NYPD BLUE,False
1999 - 5th Annual,MALE DRAMA SERIES,JIMMY SMITS,NYPD BLUE,False
1999 - 5th Annual,MALE DRAMA SERIES,DAVID DUCHOVNY,THE X-FILES,False
1999 - 5th Annual,MALE LEAD ROLE,NICK NOLTE,AFFLICTION,False
1999 - 5th Annual,MALE LEAD ROLE,IAN McKELLEN,GODS AND MONSTERS,False
1999 - 5th Annual,MALE LEAD ROLE,ROBERTO BENIGNI,LIFE IS BEAUTIFUL,True
1999 - 5th Annual,MALE LEAD ROLE,TOM HANKS,SAVING PRIVATE RYAN,False
1999 - 5th Annual,MALE LEAD ROLE,JOSEPH FIENNES,SHAKESPEARE IN LOVE,False
1999 - 5th Annual,MALE SUPPORTING ROLE,ROBERT DUVALL,A CIVIL ACTION,True
1999 - 5th Annual,MALE SUPPORTING ROLE,BILLY BOB THORNTON,A SIMPLE PLAN,False
1999 - 5th Annual,MALE SUPPORTING ROLE,JAMES COBURN,AFFLICTION,False
1999 - 5th Annual,MALE SUPPORTING ROLE,GEOFFREY RUSH,SHAKESPEARE IN LOVE,False
1999 - 5th Annual,MALE SUPPORTING ROLE,DAVID KELLY,WAKING NED DEVINE,False
1999 - 5th Annual,MALE TV MOVIE OR MINISERIES,CHARLES S. DUTTON,BLIND FAITH,False
1999 - 5th Annual,MALE TV MOVIE OR MINISERIES,JAMES GARNER,LEGALESE,False
1999 - 5th Annual,MALE TV MOVIE OR MINISERIES,CHRISTOPHER REEVE,REAR WINDOW,True
1999 - 5th Annual,MALE TV MOVIE OR MINISERIES,RAY LIOTTA,THE RAT PACK,False
1999 - 5th Annual,MALE TV MOVIE OR MINISERIES,BEN KINGSLEY,THE TALE OF SWEENEY TODD,False
1999 - 5th Annual,MALE TV MOVIE OR MINISERIES,STANLEY TUCCI,WINCHELL,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,ALFRED MOLINA,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,BURT REYNOLDS,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,DON CHEADLE,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,HEATHER GRAHAM,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,JOHN C. REILLY,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,JULIANNE MOORE,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,LUIS GUZMAN,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,MARK WAHLBERG,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,MELORA WALTERS,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,NICOLE ARI PARKER,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,PHILIP BAKER HALL,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,PHILIP SEYMOUR HOFFMAN,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,RICKY JAY,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,ROBERT RIDGLEY,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,THOMAS JANE,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,WILLIAM H. MACY,BOOGIE NIGHTS,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,BEN AFFLECK,GOOD WILL HUNTING,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,MATT DAMON,GOOD WILL HUNTING,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,MINNIE DRIVER,GOOD WILL HUNTING,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,ROBIN WILLIAMS,GOOD WILL HUNTING,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,STELLAN SKARSGÅRD,GOOD WILL HUNTING,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,DANNY DeVITO,L.A. CONFIDENTIAL,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,DAVID STRATHAIRN,L.A. CONFIDENTIAL,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,GUY PEARCE,L.A. CONFIDENTIAL,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,JAMES CROMWELL,L.A. CONFIDENTIAL,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,KEVIN SPACEY,L.A. CONFIDENTIAL,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,KIM BASINGER,L.A. CONFIDENTIAL,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,RUSSELL CROWE,L.A. CONFIDENTIAL,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,BRUCE JONES,THE FULL MONTY,True
1998 - 4th Annual,CAST IN A MOTION PICTURE,DEIRDRE COSTELLO,THE FULL MONTY,True
1998 - 4th Annual,CAST IN A MOTION PICTURE,EMILY WOOF,THE FULL MONTY,True
1998 - 4th Annual,CAST IN A MOTION PICTURE,HUGO SPEER,THE FULL MONTY,True
1998 - 4th Annual,CAST IN A MOTION PICTURE,LESLEY SHARP,THE FULL MONTY,True
1998 - 4th Annual,CAST IN A MOTION PICTURE,MARK ADDY,THE FULL MONTY,True
1998 - 4th Annual,CAST IN A MOTION PICTURE,PAUL BARBER,THE FULL MONTY,True
1998 - 4th Annual,CAST IN A MOTION PICTURE,ROBERT CARLYLE,THE FULL MONTY,True
1998 - 4th Annual,CAST IN A MOTION PICTURE,STEVE HUISON,THE FULL MONTY,True
1998 - 4th Annual,CAST IN A MOTION PICTURE,TOM WILKINSON,THE FULL MONTY,True
1998 - 4th Annual,CAST IN A MOTION PICTURE,WILLIAM SNAPE,THE FULL MONTY,True
1998 - 4th Annual,CAST IN A MOTION PICTURE,BERNARD FOX,TITANIC,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,BERNARD HILL,TITANIC,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,BILL PAXTON,TITANIC,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,BILLY ZANE,TITANIC,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,DANNY NUCCI,TITANIC,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,DAVID WARNER,TITANIC,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,FRANCIS FISHER,TITANIC,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,GLORIA STUART,TITANIC,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,JONATHAN HYDE,TITANIC,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,KATE WINSLET,TITANIC,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,KATHY BATES,TITANIC,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,LEONARDO DiCAPRIO,TITANIC,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,SUZY AMIS,TITANIC,False
1998 - 4th Annual,CAST IN A MOTION PICTURE,VICTOR GARBER,TITANIC,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,,3RD ROCK FROM THE SUN,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,ELMARIE WENDEL,3RD ROCK FROM THE SUN,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,FRENCH STEWART,3RD ROCK FROM THE SUN,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,JANE CURTIN,3RD ROCK FROM THE SUN,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN LITHGOW,3RD ROCK FROM THE SUN,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,JOSEPH GORDON-LEVITT,3RD ROCK FROM THE SUN,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,KRISTEN JOHNSTON,3RD ROCK FROM THE SUN,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,SIMBI KHALI,3RD ROCK FROM THE SUN,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,WAYNE KNIGHT,3RD ROCK FROM THE SUN,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,,ALLY MCBEAL,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,CALISTA FLOCKHART,ALLY MCBEAL,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,COURTNEY THORNE-SMITH,ALLY MCBEAL,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,GIL BELLOWS,ALLY MCBEAL,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,GREG GERMANN,ALLY MCBEAL,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,JANE KRAKOWSKI,ALLY MCBEAL,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,LISA NICOLE CARSON,ALLY MCBEAL,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,PETER MACNICOL,ALLY MCBEAL,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,,FRASIER,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,DAN BUTLER,FRASIER,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,DAVID HYDE PIERCE,FRASIER,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,JANE LEEVES,FRASIER,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN MAHONEY,FRASIER,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,KELSEY GRAMMER,FRASIER,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,PERI GILPIN,FRASIER,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,,MAD ABOUT YOU,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,CYNTHIA HARRIS,MAD ABOUT YOU,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,HELEN HUNT,MAD ABOUT YOU,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN PANKOW,MAD ABOUT YOU,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,LEILA KENZLE,MAD ABOUT YOU,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,LOUIS ZORICH,MAD ABOUT YOU,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,PAUL REISER,MAD ABOUT YOU,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,ROBIN BARTLETT,MAD ABOUT YOU,False
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,,SEINFELD,True
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,JASON ALEXANDER,SEINFELD,True
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,JERRY SEINFELD,SEINFELD,True
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,JULIA LOUIS-DREYFUS,SEINFELD,True
1998 - 4th Annual,ENSEMBLE IN A COMEDY SERIES,MICHAEL RICHARDS,SEINFELD,True
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,,CHICAGO HOPE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,ADAM ARKIN,CHICAGO HOPE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,CHRISTINE LAHTI,CHICAGO HOPE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,HECTOR ELIZONDO,CHICAGO HOPE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,JAYNE BROOK,CHICAGO HOPE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,MARK HARMON,CHICAGO HOPE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,PETER BERG,CHICAGO HOPE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,ROCKY CARROLL,CHICAGO HOPE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,STACEY EDWARDS,CHICAGO HOPE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,VONDIE CURTIS-HALL,CHICAGO HOPE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,,ER,True
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,ALEX KINGSTON,ER,True
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,ANTHONY EDWARDS,ER,True
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,ERIQ La SALLE,ER,True
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,GEORGE CLOONEY,ER,True
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,GLORIA REUBEN,ER,True
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,JULIANNA MARGULIES,ER,True
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,LAURA INNES,ER,True
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,MARIA BELLO,ER,True
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,NOAH WYLE,ER,True
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,,LAW & ORDER,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,BENJAMIN BRATT,LAW & ORDER,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,CAREY LOWELL,LAW & ORDER,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,JERRY ORBACH,LAW & ORDER,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,S. EPATHA MERKERSON,LAW & ORDER,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,SAM WATERSTON,LAW & ORDER,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN HILL,LAW & ORDER,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,,NYPD BLUE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,ANDREA THOMPSON,NYPD BLUE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,DENNIS FRANZ,NYPD BLUE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,GORDON CLAPP,NYPD BLUE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,JAMES McDANIEL,NYPD BLUE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,JIMMY SMITS,NYPD BLUE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,KIM DELANEY,NYPD BLUE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,NICHOLAS TURTURRO,NYPD BLUE,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,,THE X-FILES,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID DUCHOVNY,THE X-FILES,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,GILLIAN ANDERSON,THE X-FILES,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,MITCH PILEGGI,THE X-FILES,False
1998 - 4th Annual,ENSEMBLE IN A DRAMA SERIES,WILLIAM B. DAVIS,THE X-FILES,False
1998 - 4th Annual,FEMALE COMEDY SERIES,CALISTA FLOCKHART,ALLY MCBEAL,False
1998 - 4th Annual,FEMALE COMEDY SERIES,ELLEN DEGENERES,ELLEN,False
1998 - 4th Annual,FEMALE COMEDY SERIES,HELEN HUNT,MAD ABOUT YOU,False
1998 - 4th Annual,FEMALE COMEDY SERIES,JULIA LOUIS-DREYFUS,SEINFELD,True
1998 - 4th Annual,FEMALE COMEDY SERIES,KIRSTIE ALLEY,VERONICA'S CLOSET,False
1998 - 4th Annual,FEMALE DRAMA SERIES,CHRISTINE LAHTI,CHICAGO HOPE,False
1998 - 4th Annual,FEMALE DRAMA SERIES,JULIANNA MARGULIES,ER,True
1998 - 4th Annual,FEMALE DRAMA SERIES,KIM DELANEY,NYPD BLUE,False
1998 - 4th Annual,FEMALE DRAMA SERIES,GILLIAN ANDERSON,THE X-FILES,False
1998 - 4th Annual,FEMALE DRAMA SERIES,DELLA REESE,TOUCHED BY AN ANGEL,False
1998 - 4th Annual,FEMALE LEAD ROLE,HELEN HUNT,AS GOOD AS IT GETS,True
1998 - 4th Annual,FEMALE LEAD ROLE,PAM GRIER,JACKIE BROWN,False
1998 - 4th Annual,FEMALE LEAD ROLE,JUDI DENCH,MRS. BROWN,False
1998 - 4th Annual,FEMALE LEAD ROLE,ROBIN WRIGHT,SHE'S SO LOVELY,False
1998 - 4th Annual,FEMALE LEAD ROLE,HELENA BONHAM CARTER,THE WINGS OF THE DOVE,False
1998 - 4th Annual,FEMALE LEAD ROLE,KATE WINSLET,TITANIC,False
1998 - 4th Annual,FEMALE SUPPORTING ROLE,JULIANNE MOORE,BOOGIE NIGHTS,False
1998 - 4th Annual,FEMALE SUPPORTING ROLE,MINNIE DRIVER,GOOD WILL HUNTING,False
1998 - 4th Annual,FEMALE SUPPORTING ROLE,KIM BASINGER,L.A. CONFIDENTIAL,True
1998 - 4th Annual,FEMALE SUPPORTING ROLE,ALISON ELLIOTT,THE WINGS OF THE DOVE,False
1998 - 4th Annual,FEMALE SUPPORTING ROLE,GLORIA STUART,TITANIC,True
1998 - 4th Annual,FEMALE TV MOVIE OR MINISERIES,MARE WINNINGHAM,GEORGE WALLACE,False
1998 - 4th Annual,FEMALE TV MOVIE OR MINISERIES,GLENN CLOSE,IN THE GLOAMING,False
1998 - 4th Annual,FEMALE TV MOVIE OR MINISERIES,ALFRE WOODARD,MISS EVERS' BOYS,True
